x,y,pred,truth
301.7391304,100.7826087,Fe,Fe
301.76,85.04,Ti,Ti
303,375,Ti,Fe
304.5,433.4583333,Ti,Ti
306,380,Ti,Ti
307.826087,404.6086957,Ti,Ti
311,413.75,Fe,Fe
311,279,Ti,Ti
313,185,Ti,Ti
313.5769231,138.6923077,Ti,NA
318,272,Ti,NA
320,440.1666667,Ti,Ti
320.68,333.16,Ti,Ti
320.6956522,454.7826087,Ti,NA
321.5769231,111.8846154,Ti,Ti
323,400.3333333,Fe,Fe
323,180,Ti,Ti
323.3157895,391.5789474,Fe,Fe
330.7391304,191.8695652,Ti,Ti
333,217,Fe,Fe
334.3043478,61.26086957,Fe,Fe
335.5769231,379.9230769,Ti,Ti
336.3043478,230.0869565,Fe,Fe
338,212,Fe,Fe
345.5454545,318,Fe,Fe
349.4545455,271.8636364,Fe,Fe
353.826087,225.8695652,Fe,Fe
354.6153846,383.3846154,Ti,NA
355.0952381,167.5714286,Fe,Fe
358,354.5,Fe,Fe
361.5,282.2916667,Ti,Ti
361.7619048,160.3333333,Fe,Fe
363.95,236.8,Fe,Fe
363.9545455,337.5,Fe,Fe
364.68,263.2,Ti,Ti
367.8095238,301.8571429,Fe,Fe
370.72,140.04,Ti,Ti
371,229.5,Fe,Fe
372.6666667,286.8,Fe,Fe
373.8,78.32,Ti,Ti
375.5909091,165.1818182,Fe,Fe
378.32,311.6,Ti,Ti
378.5416667,240.2916667,Ti,Ti
380.5384615,207.8846154,Ti,NA
384.9444444,231.5,Fe,Fe
385.2,112.72,Ti,NA
387,186,Ti,Ti
392,180,Ti,Ti
394.6,208.5,Fe,Fe
396.4545455,268.9545455,Fe,Fe
397.0416667,86.125,Ti,Ti
398.5,161.25,Ti,Ti
403.7619048,66.04761905,Fe,Fe
407.8846154,308.4230769,Ti,NA
409,225,Ti,Ti
410.5833333,133.2916667,Ti,Ti
410.8095238,117.0952381,Fe,NA
418.28,272.92,Ti,Ti
420.6956522,80.56521739,Fe,Fe
422.7391304,135.9565217,Ti,NA
423.64,183.12,Ti,Ti
423.6521739,123.5652174,Ti,NA
430.3043478,258.3043478,Fe,Fe
439,245.7916667,Ti,Ti
439.9545455,115.6818182,Fe,NA
442.826087,85.82608696,Fe,Fe
448.5,235.5,Fe,Fe
448.5416667,141.3333333,Ti,Ti
448.72,103.12,Ti,NA
450.64,198.08,Ti,Ti
454.8,75.08,Ti,NA
462.4615385,133.0769231,Ti,Ti
464.8095238,228.8571429,Fe,Fe
465,194.5454545,Fe,Fe
471.4583333,174.5416667,Ti,Ti
475,215,Fe,NA
477.4545455,85.86363636,Fe,Fe
478,223,Ti,Ti
482.2592593,128.2222222,Ti,Ti
483.7826087,155.6086957,Fe,Fe
492.6956522,95.56521739,Fe,NA
