x,y,pred,truth
48.76190476,344.8571429,Ti,Ti
65.71428571,352.9047619,Ti,Ti
76.5,335.5,Ti,Ti
93.5,343.5,Ti,Ti
113.5909091,279.0454545,Ti,Ti
123.45,287.45,Ti,Ti
133,295.5909091,D,D
133.4285714,361.3333333,Ti,Ti
139.8095238,244.7142857,Ti,Ti
141.6,277.45,Ti,Ti
141.8095238,351.6666667,Ti,Ti
153.2380952,274.3333333,Ti,Ti
163.6666667,249.6666667,Ti,Ti
167.6666667,203.9047619,Ti,Ti
170.2380952,388.3333333,Ti,Ti
179.4090909,196.9545455,Ti,Ti
186.2380952,331.0952381,Ti,Ti
203.8571429,106.6666667,Ti,Ti
205.2380952,155.2857143,D,Ti
211.5,368.5,Ti,Ti
214.5,300.5,Ti,Ti
227.0454545,346.5909091,D,D
235.5,126,Ti,Ti
249.7619048,372.952381,Ti,Ti
251.6666667,361.6666667,D,D
256.0909091,299.5,D,D
256.3333333,88.33333333,Ti,Ti
261.7142857,255.2857143,Ti,Ti
264,137,D,Ti
266.7142857,436.2857143,Ti,Ti
268.45,314.5,D,Ti
272.45,324.5,D,D
277.8095238,426.2857143,D,D
279.95,300.05,Ti,Ti
286.7619048,241.7142857,Ti,Ti
288.2380952,372.6666667,D,Ti
288.6666667,348.7142857,Ti,Ti
299.3636364,453.9545455,D,D
309.7619048,337.8095238,Ti,Ti
311.4,81.55,Ti,Ti
314.0909091,162.5454545,Ti,Ti
316.4545455,402,Ti,Ti
320.8095238,383.2857143,Ti,Ti
330.3333333,105.3809524,Ti,Ti
335,238,D,Ti
347.7619048,185.8095238,Ti,Ti
348.4545455,119.0454545,D,D
355.5909091,306.0454545,Ti,Ti
376,257,D,Ti
393.8181818,197.4545455,Ti,Ti
400.7619048,370.3333333,D,D
403,414.5,D,D
408.5909091,185.0909091,Ti,Ti
414.8571429,217.7619048,Ti,Ti
420.3809524,346.3333333,Ti,Ti
424,296,D,Ti
424.5,276.5,Ti,Ti
427.3478261,158.3478261,D,D
434,284.85,Ti,Ti
442.7619048,203.7142857,Ti,Ti
444.95,318.05,Ti,Ti
463,209,D,Ti
467.35,269.5,D,Ti
470,208,D,D
479,211.85,Ti,Ti
