x,y,pred,truth
109.8076923,207.5,Ti,Ti
111.5,357.5714286,Ti,Ti
132.4615385,282,Ti,Ti
173.1538462,171.4615385,Ti,Ti
174.6666667,408.2592593,Ti,Ti
180.5,280.5714286,Ti,Ti
186.1481481,159.1851852,D,D
190.7407407,245.2962963,Ti,Ti
206.6296296,136.7777778,Ti,Ti
214,190.2222222,Ti,Ti
225.7037037,348.2592593,Ti,Ti
228.7037037,246.6296296,Ti,Ti
256.6296296,254.7777778,Ti,Ti
260.3333333,444.2592593,Ti,Ti
281,339.1538462,Ti,Ti
289,352.9230769,Ti,Ti
307,306.9583333,Ti,D
307.2592593,147.3703704,D,D
312.3333333,175.2222222,Ti,Ti
318.7037037,422.7407407,Ti,Ti
325.2592593,132.3333333,Ti,Ti
328.7037037,405.1851852,Ti,Ti
342.5,203.9615385,Ti,Ti
349.7777778,244.7777778,Ti,Ti
354.6666667,285.7037037,Ti,Ti
368.3846154,85.61538462,Ti,Ti
369.1851852,382.8148148,D,D
400.6296296,220.7777778,Ti,Ti
409.6666667,383.8888889,Ti,Ti
410.9642857,185.9642857,D,Ti
412.16,85.84,Ti,D
414.16,466.76,Ti,Ti
424.8888889,343.7777778,Ti,Ti
428.6666667,89.77777778,Ti,Ti
430.3793103,303.2068966,D,Ti
431.7777778,454.6296296,Ti,Ti
438.2962963,229.3703704,Ti,Ti
446.0357143,174.0357143,Ti,Ti
476.1785714,164.6071429,D,D
